#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A7F99C
#Date Time: 2024-05-24 10:49:51.405
#Sample rate: 4.16667e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 84.34 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V)
-0.00146223930772597,0.08865178643315921
-0.00146199930772597,0.08966937875569414
-0.00146175930772597,0.0896693787556946
-0.00146151930772597,0.09068697107822907
-0.00146127930772597,0.09814931477681892
-0.00146103930772597,0.09916690709935293
-0.00146079930772597,0.1008628943035782
-0.00146055930772597,0.1042548687120264
-0.00146031930772597,0.1028980789486481
-0.00146007930772597,0.09916690709935323
-0.00145983930772597,0.0988277096585084
-0.00145959930772597,0.09781011733597347
-0.00145935930772597,0.09781011733597347
-0.00145911930772597,0.09441814292752376
-0.00145887930772597,0.09306135316414449
-0.00145863930772597,0.09238295828245394
-0.00145839930772597,0.09102616851907602
-0.00145815930772597,0.09543573525005866
-0.00145791930772597,0.09611413013175002
-0.00145767930772597,0.099166907099352
-0.00145743930772597,0.09984530198104333
-0.00145719930772597,0.1032372763894915
-0.00145695930772597,0.1018804866261132
-0.00145671930772597,0.1015412891852686
-0.00145647930772597,0.1025588815078031
-0.00145623930772597,0.1008628943035782
-0.00145599930772597,0.1001844994218886
-0.00145575930772597,0.1008628943035782
-0.00145551930772597,0.09916690709935416
-0.00145527930772597,0.1008628943035782
-0.00145503930772597,0.1035764738303386
-0.00145479930772597,0.1049332635937179
-0.00145455930772597,0.1052724610345629
-0.00145431930772597,0.106290053357097
-0.00145407930772597,0.1045940661528729
-0.00145383930772597,0.1032372763894936
-0.00145359930772597,0.103915671271183
-0.00145335930772597,0.1032372763894935
-0.00145311930772597,0.104254868712028
-0.00145287930772597,0.1059508559162528
-0.00145263930772597,0.1069684482387877
-0.00145239930772597,0.1069684482387877
-0.00145215930772597,0.1090036328838566
-0.00145191930772597,0.1110388175289274
-0.00145167930772597,0.1127348047331518
-0.00145143930772597,0.1117172124106174
-0.00145119930772597,0.1123956072923073
-0.00145095930772597,0.1103604226472364
-0.00145071930772597,0.1079860405613227
-0.00145047930772597,0.1100212252063916
-0.00145023930772597,0.1086644354430126
-0.00144999930772597,0.1123956072923088
-0.00144975930772597,0.115787581700757
-0.00144951930772597,0.1188403586683618
-0.00144927930772597,0.1185011612275185
-0.00144903930772597,0.1222323330768115
-0.00144879930772597,0.1185011612275185
-0.00144855930772597,0.1181619637866718
-0.00144831930772597,0.1140915944965323
-0.00144807930772597,0.1144307919373771
-0.00144783930772597,0.1100212252063925
-0.00144759930772597,0.1039156712711814
-0.00144735930772597,0.1005236968627333
-0.00144711930772597,0.1012020917444229
-0.00144687930772597,0.09340055060498884
-0.00144663930772597,0.09068697107822737
-0.00144639930772597,0.08695579922893606
-0.00144615930772597,0.08356382482048463
-0.00144591930772597,0.06762154510076537
-0.00144567930772597,0.05541043723035193
-0.00144543930772597,0.04828729097261075
-0.00144519930772597,0.04319932935993293
-0.00144495930772597,0.04218173703740649
-0.00144471930772597,0.06083759628386301
-0.00144447930772597,0.07576228368105029
-0.00144423930772597,0.08322462737964106
-0.00144399930772597,0.08627740434724443
-0.00144375930772597,0.08695579922893407
-0.00144351930772597,0.0852598120247095
-0.00144327930772597,0.08729499666977716
-0.00144303930772597,0.0825462324979519
-0.00144279930772597,0.08118944273456982
-0.00144255930772597,0.0784758632078099
-0.00144231930772597,0.07813666576696507
-0.00144207930772597,0.08254623249794774
-0.00144183930772597,0.0852598120247095
-0.00144159930772597,0.08899098387400466
-0.00144135930772597,0.09000857619653867
-0.00144111930772597,0.09068697107822907
-0.00144087930772597,0.09238295828245532
-0.00144063930772597,0.09543573525005866
-0.00144039930772597,0.09916690709935169
-0.00144015930772597,0.09950610454019834
-0.00143991930772597,0.0971317224542823
-0.00143967930772597,0.094418142927525
-0.00143943930772597,0.09204376084160895
-0.00143919930772597,0.09102616851907418
-0.00143895930772597,0.09136536595991901
-0.00143871930772597,0.0967925250134361
-0.00143847930772597,0.09950610454019834
-0.00143823930772597,0.1028980789486484
-0.00143799930772597,0.1035764738303377
-0.00143775930772597,0.1018804866261132
-0.00143751930772597,0.1032372763894927
-0.00143727930772597,0.1025588815078031
-0.00143703930772597,0.1015412891852686
-0.00143679930772597,0.104254868712028
-0.00143655930772597,0.103237276389493
-0.00143631930772597,0.1042548687120275
-0.00143607930772597,0.1052724610345629
-0.00143583930772597,0.1032372763894932
-0.00143559930772597,0.103576473830338
-0.00143535930772597,0.1015412891852691
-0.00143511930772597,0.1025588815078031
-0.00143487930772597,0.1025588815078031
-0.00143463930772597,0.1032372763894927
-0.00143439930772597,0.1045940661528729
-0.00143415930772597,0.1052724610345626
-0.00143391930772597,0.1045940661528729
-0.00143367930772597,0.1090036328838556
-0.00143343930772597,0.1093428303247025
-0.00143319930772597,0.1100212252063925
-0.00143295930772597,0.1123956072923062
-0.00143271930772597,0.1083252380021676
-0.00143247930772597,0.1062900533570969
-0.00143223930772597,0.104254868712028
-0.00143199930772597,0.102219684066959
-0.00143175930772597,0.1022196840669581
-0.00143151930772597,0.1028980789486481
-0.00143127930772597,0.1015412891852688
-0.00143103930772597,0.1022196840669581
-0.00143079930772597,0.1032372763894941
-0.00143055930772597,0.1056116584754078
-0.00143031930772597,0.1066292507979423
-0.00143007930772597,0.1086644354430126
-0.00142983930772597,0.1093428303247025
